datetime,buy_order,price_USD,price_native,amount_token,total_native,maker,etherscan_url
2023-03-22 07:42:23,True,0.4729,0.000263,26.1055,0.0068,0x23...f077,https://etherscan.io/tx/0x00c8d929e16a8596163465c2a4f848945187194f50a513a895a10febbc896ee7
2023-03-22 07:40:59,True,0.4728,0.0002628,1056.83,0.2777,0x0f...df87,https://etherscan.io/tx/0xff8a5cb1bbfa7fe301fff0e0006ee3d90d095bf7fb5b4a286faa51b32f6a83b5
2023-03-22 07:36:47,True,0.4724,0.0002625,342.776,0.09,0xbe...208c,https://etherscan.io/tx/0x28d53d7b4279145bdc413e94da30c4e973ac97f99f2d1bac5d7fd0bcb4e29638
2023-03-22 07:32:47,False,0.4703,0.0002615,3230.4,0.8448,0x95...fba9,https://etherscan.io/tx/0x3792822abd37aa28a1e10b20d4618156035060ecdc303088f3dfab012013b379
2023-03-22 07:29:47,False,0.4723,0.0002624,1972.67,0.5177,0xc8...2ad1,https://etherscan.io/tx/0x2afbc86a4c04dd1d1bc5c08da4d2e8ed945ed3ed2c67aa50919cd66cd99c6b09
2023-03-22 07:16:59,False,0.4762,0.0002645,9400.0,2.48713,0x44...fb06,https://etherscan.io/tx/0x0793c5c2724b1699a300f0f0ec5d3104d2ceaf399248ff40709bbf31c5d66c6c
2023-03-22 07:14:35,False,0.4811,0.0002674,5987.83,1.60163,0x25...6c67,https://etherscan.io/tx/0xf62fe80085479db134523e29f58ccbd77862bc4d3dd2822313cefeec0c1c0176
2023-03-22 07:10:35,False,0.4847,0.0002694,4492.18,1.21055,0x70...9093,https://etherscan.io/tx/0x53c0145ae24f9d72e6ad3d7c29b2a397f59b3d5eb360e9d74ac03f4483f75a07
2023-03-22 07:08:59,True,0.4897,0.0002718,504.283,0.1371,0xe6...e5cc,https://etherscan.io/tx/0xe7c0666ee48dd40ddb92a96eb15a7616eb6a11402602b17c347e6782871c5daa
2023-03-22 06:52:59,True,0.4899,0.0002717,368.051,0.1,0x1f...d27d,https://etherscan.io/tx/0x7484b42f43c793cccaa61878eccb88e21b415d6bba1fbe305b9bcad4dc8b29a9
2023-03-22 06:49:11,True,0.4897,0.0002716,132.546,0.036,0x33...35bf,https://etherscan.io/tx/0x4542827385395c610900b1ed7dd20bb1d43bed83e80c26c1c2b58215caca327f
2023-03-22 06:39:59,True,0.4894,0.0002712,1636.8,0.444,0xda...a620,https://etherscan.io/tx/0x2555e5d93b168accca129876e9320fe4ef16efe17796e916aa17cc5c592887fa
2023-03-22 06:38:11,True,0.4889,0.0002708,258.403,0.07,0xa4...e092,https://etherscan.io/tx/0x011b296e04d4a8d0c36d54818a01638ac5f7aef131dde31938a459af0cd738db
2023-03-22 06:36:35,True,0.4889,0.0002707,398.378,0.1078,0x58...b4b6,https://etherscan.io/tx/0x80985737e20a8144dc8fa87ba5430971f2a2e6ce40039ccaf6183d1d194e84fe
2023-03-22 06:31:35,False,0.4862,0.0002692,940.0,0.253,0xee...8d0a,https://etherscan.io/tx/0x9c87c14c58f2134aff1ae5e61cf25afc50cb8ed76c643dd5558e975de026a071
2023-03-22 06:30:47,False,0.4866,0.0002694,94.0,0.0253,0xef...afe4,https://etherscan.io/tx/0x68b474be167ecb6eb805eb06b26862befcf812d9a6b471894ff87e34e43d995f
2023-03-22 06:29:47,False,0.487,0.0002696,1136.83,0.3065,0x03...2f92,https://etherscan.io/tx/0x94344b5bca5bc4e0a2c7617376166c72ab6834fd0b5a43dc6d1cce51bab772d1
2023-03-22 06:29:23,False,0.4876,0.0002699,349.68,0.0944,0x58...6b07,https://etherscan.io/tx/0x9a5968b26b85dd904c7926ed1a6dc4c715467818c1c1fc83ac69c500ff60d602
2023-03-22 06:27:35,True,0.4898,0.0002711,2425.74,0.6578,0x38...067c,https://etherscan.io/tx/0xd6795e550059098ec393c639983b213f3b439f4af9365a067ddd490466b4cc0a
2023-03-22 06:26:35,False,0.4896,0.0002711,10589.3,2.87128,0x12...4196,https://etherscan.io/tx/0xf6942c73123eba49c49da61cc3111c1c1cafc87589e4835cd0628166004be341
2023-03-22 06:25:35,True,0.4955,0.0002745,1639.2,0.45,0xdb...e23e,https://etherscan.io/tx/0xf9181c60b8be6c4488b29808b2ac8cc9c18e56ef80828c351826ba6049093873
2023-03-22 06:24:23,True,0.4938,0.0002735,3436.6,0.94,0x95...fba9,https://etherscan.io/tx/0x7cf021c621df6d6c5303c23712e4cd8e7710eb614f58b1a9b74f00a9de77bdab
2023-03-22 06:23:47,True,0.4874,0.0002699,14815.6,4.0,0x25...ab52,https://etherscan.io/tx/0x731b3f8c2fecffa3a3b6126b5626ff409ddf3dd7da7f9d69754383de1bbe7141
2023-03-22 06:20:35,True,0.482,0.000267,749.026,0.2,0x83...e295,https://etherscan.io/tx/0x9e012ec252dc7832bc09325671d948392ee4e064649935906c60546abce9345a
2023-03-22 06:03:23,False,0.479,0.0002657,2427.49,0.645,0x02...5ae2,https://etherscan.io/tx/0x91c7ecf5aef1631ab25bab220b307b1f365ffc6260cea1905028e8c764a8c2ca
2023-03-22 06:01:59,True,0.4826,0.0002677,300.0,0.0803,0x33...8bcf,https://etherscan.io/tx/0x4a579269feb27cacf187e433e64981e5d26a48aeafbf87b720d30c1746118ed7
2023-03-22 06:01:11,False,0.482,0.0002674,7101.7,1.89911,0x35...a04c,https://etherscan.io/tx/0x28219ea17468f6c9dccf7a01ca691f7f820b91dd3de507d178d8256e173dabc1
2023-03-22 05:54:23,True,0.486,0.0002703,214.542,0.058,0xa6...69ef,https://etherscan.io/tx/0x9548e177467f7e846b394422e6405ec20048b3afee761171cd8e5f0f009e2bf4
2023-03-22 05:49:23,True,0.4859,0.0002702,62.586,0.0169,0xa1...fd1b,https://etherscan.io/tx/0x8194c6f9472ebabcd7355174b5bd7c03a8ed7a580e32338b3db2beed0f7d0374
2023-03-22 05:47:35,True,0.4858,0.0002702,370.088,0.1,0x0c...e035,https://etherscan.io/tx/0x89b41a6f037f768732b4492d253f8645336137190abbe9fdc6ba5cdba7dd1b6a
2023-03-22 05:47:35,True,0.4856,0.0002701,185.117,0.05,0x75...6345,https://etherscan.io/tx/0xa70722b4ad3a6fc9a435e0655fde1858cdb3603cd6d06aaae9f5a6026f4c30ad
2023-03-22 05:47:23,True,0.4842,0.0002693,3712.64,1.0,0xc9...e8b0,https://etherscan.io/tx/0x163791adb6df6a93010622cc509b35d495d2d672a053d210fa831749463df8d7
2023-03-22 05:45:59,False,0.4801,0.000267,186.12,0.0497,0x56...a787,https://etherscan.io/tx/0x36b7a19defcc2501ccb8735148475f8224e5fc6f709edd335575213fc4959cd4
2023-03-22 05:45:23,True,0.483,0.0002686,372.245,0.1,0x26...a517,https://etherscan.io/tx/0x0daa958d85514096a156345f82011a7c2f7b396a6ebef6641821ba2f931fff07
2023-03-22 05:44:35,False,0.4941,0.0002747,39863.9,10.9518,0xb9...35e0,https://etherscan.io/tx/0xfd759a98b94a1ddc8b0b64e273822572fae58403ecfd774963898692821dae08
2023-03-22 05:44:35,True,0.5115,0.0002843,175.828,0.05,0x32...2e04,https://etherscan.io/tx/0x78d7721efa80b0d8e4698bfb5901e08bad882d38c8dc94f87bf9ff886f603fac
2023-03-22 05:43:59,True,0.5113,0.0002842,527.756,0.15,0x26...a517,https://etherscan.io/tx/0x090d4ce90eb9f3a599b4c08465c3aeca616d88fede6cf356e6b25ed96e122dd6
2023-03-22 05:43:47,True,0.511,0.000284,352.064,0.1,0xf5...b1d5,https://etherscan.io/tx/0x5e6f976360dd5e8da60bba51ab7d2216c47891a8f19a1d61ec4668d2a32e5ba7
