Scale,Base_scale,Window,AR_lags,AR_scale,AR_exog_scale,Skewness,Kurtosis,DW,DW_absolute,alphas,alphas_pval,betas,betas_pval,gammas,gammas_pval
192.12708646239548,56.46662081178899,28,10,0.057767300903320634,-0.01651052150558,-0.08363169307602134,2.2844259517114462,1.7885539571017661,0.9229722657028945,0.05272053197575769,0.0001128636198736235,0.8986223786195436,7.962388552863463e-210,-0.033180218456181514,0.07894607657285363
283.98962702478525,67.0116099767669,45,9,0.00980047937136648,-0.04023874391936192,-0.08568496374546714,4.43487102921267,1.998264190727577,1.0610734009540101,0.025184860904239735,0.8542292457730312,0.9747866594345168,0.0006205918781065014,-0.02473698114755454,0.2704233774931687
106.99178868132894,65.16741517243722,60,6,0.05998686074903117,-0.03512873563922843,-0.04448998744271124,0.9448172445306255,1.877094844419596,0.8583627746895065,0.0,1.0,2.434361809302783e-10,0.9999999999470087,-2.7756249624957886e-13,0.9999999999921347
211.75033870660937,60.58050247138128,32,10,0.03314722266744577,-0.037626251793765775,0.1902508001234053,3.06271998063641,1.9838212248639198,0.9821926308684141,0.020714608463392823,0.012728500920576997,0.9661478355354306,0.0,-0.0030164885053973727,0.7545482170139877
256.1182381095284,35.748497656833706,46,3,0.09993596804547494,-0.029955484085858342,0.2577179112199626,4.191876908189644,1.9508177701435512,1.0323525952166366,0.05853579280350577,6.243410003961224e-19,0.9414642072601828,0.0,-0.01872523761970944,0.23697553654018455
356.3513341219419,31.172109456697154,31,2,-0.02476827377989381,0.0439175677398002,-0.1724484621088472,6.863833514010254,1.9962564560609604,1.125063730405369,0.042305338406528274,8.404656634342168e-11,0.9577635202094185,0.0,-0.0009498757548572389,0.9271723089523288
218.11314309082226,31.584853640967157,31,10,0.02813953427240584,-0.03788365497850854,-0.14959615361007025,5.910813302133697,1.9141238795196633,1.0277173393568746,0.03262178017774008,3.2246120726390045e-07,0.9673782198917178,0.0,0.014787164226785955,0.13012574819344774
117.43790423752316,46.46687139481885,52,2,0.06064591719391996,0.049067148700897595,0.13804716514956172,1.3912737185447552,1.9957207344416463,0.8765256215477147,0.02340741326526937,0.0012261189521311354,0.9583539554978526,0.0,-0.008724129312182237,0.4955704574004044
313.27114194894295,42.634154232344656,23,7,0.029284900508809886,-0.00789357833872567,0.23420965236198413,5.318167686211758,1.9586728442121262,1.019333613309577,0.09727540102655133,0.01975473668259478,0.9027246002146705,1.1631537388082667e-19,-0.014514562556815486,0.45628463416455234
387.2936065067446,31.71335846981311,79,7,0.03928165040162657,0.029604004634938327,0.019565541359459912,6.374557267506411,1.9178386925508286,1.0777454714680252,0.038799317552624106,0.03613294172901538,0.9612024483539222,2.8489478486581092e-142,-0.004459058171940025,0.6766846322583093
316.25154836996523,49.32797093279405,28,3,-0.09671864482630443,0.03620499625950939,0.1630615059119805,4.522074722784059,2.110825784022908,1.0256423724972137,0.041275500407231346,4.941665719364975e-08,0.9587654230762332,0.0,0.0032847423550940716,0.7293707474211937
101.48492502443425,63.237275987653454,62,10,0.047408534581487305,-0.0019671348086166135,0.0036561673301860327,1.4590104263908819,1.8302818794713451,0.8141601303972156,0.05179372966236124,0.272353506608239,0.7959882419635055,0.005805978053530825,0.06625164030971009,0.3076270176637316
225.17039048867497,42.191729485245574,68,6,-0.00013478651494583382,0.002393884460648865,0.0007432593308062748,3.3798884051059144,2.01910231705273,1.0332884266024174,0.034789336182496335,1.7881107268605904e-05,0.9652106638175137,0.0,-0.005706852623147218,0.7260210657172945
325.6836795310066,30.900396172850726,45,6,0.016077334032855564,-0.009775456414126513,0.3455431714116707,7.8570234447438665,1.9758784035546881,1.118183413614189,0.2564317584403432,1.3673048314214309e-19,0.7429081747302584,3.6013044847853645e-88,0.1069915632070916,0.0485243843329042
396.8086330501295,50.22144929865296,80,1,-0.040072508352322726,0.027009013278346636,0.03093717499385721,7.082015930937848,1.959813475997272,1.1653617456794807,0.031942311004962046,1.6264186989056914e-14,0.9680598835472551,0.0,0.0077756638345778855,0.4208491296600896
349.37687231368255,69.83870953795332,30,4,-0.027115012227472104,0.03560317839882303,0.6578217555263156,13.196459555965006,2.0586935549212875,1.102353050624327,0.0807292972583478,7.070055771640494e-10,0.9192711719122146,5.469634585228854e-283,0.04192927599737222,0.04152664017778129
