Scale,Base_scale,Window,AR_lags,AR_scale,AR_exog_scale,Skewness,Kurtosis,DW,DW_absolute,alphas,alphas_pval,betas,betas_pval,gammas,gammas_pval
260.3101727194812,53.822412919001735,80,6,0.03362358433751911,0.004851022395092254,-0.3708907844125677,4.0197228968810705,1.9249552723333399,1.0044120525314557,0.02440287281556,0.20041171163178284,0.9755971272910533,1.9604489531056668e-164,-0.0020708787790671727,0.8771959986794662
120.95050816057497,40.31633862834229,36,2,0.06436845309894187,0.01656907296982804,0.21426017764535313,1.5409054970854879,1.9524215890365555,0.8723300615705789,0.026838775215316225,0.06699890348600661,0.9088262266856151,1.4421065418954086e-74,-0.0013651923531308979,0.9466287390205681
355.5499169282868,65.93030480791428,49,8,-0.04993703738684874,-0.0426546537138967,-0.2953530433572892,5.583650814425711,2.0070134011029497,1.0769294132390512,0.04531691451206581,1.094020609770323e-11,0.9546833117565138,0.0,0.0020805560529639426,0.8884295879160367
131.2907770025842,39.7190251528375,42,6,0.024576602932071825,0.03909653703785575,-0.23046050168198393,2.5905862247616405,1.948105324387911,0.900569435206579,0.012167606444669112,0.18245437422453137,0.9768498811186185,0.0,-0.00806264392730344,0.45311476016768837
296.70610941074034,35.36490248513942,35,10,0.040097750710999025,-0.011915860667861211,0.1432233873064406,4.548553736761218,1.96276861507732,1.0572460600562184,0.06492191168907957,0.38366165750019543,0.935078615174311,1.1581967220127959e-06,-0.030632813620054048,0.6455541230038866
201.18618413901046,48.30133570434049,62,8,0.07582648230004185,0.03269718414065423,0.06107577932653214,2.974314972104395,1.773772922595831,0.9652715386760475,0.017701172522537712,0.1608549666875606,0.9116204322150578,2.815049889097987e-47,0.013469790811588726,0.028940237771351143
288.4419179853213,50.019678701442494,70,10,0.05495245040458821,-0.020609079249206443,-0.24026926987991076,4.926831598494327,1.9113017102553291,1.0592838025050844,0.04073417560161637,5.627721589702195e-09,0.9592932694695002,0.0,-0.006554470719227361,0.49036072939151687
377.7350165853035,56.563243313339555,44,6,0.08250535048182162,-0.03886395215487229,-0.050242336186200456,6.185414248609675,1.8820229890844076,1.1253470571259432,0.5180843422002308,4.273969127225712e-182,0.40545695347689636,4.310787571150917e-87,0.008248614413301488,0.7561649574804119
247.45220998310475,62.199096236321324,78,2,-0.04514184446550398,-0.012885697302238201,-0.0574529204879953,3.2278027652087946,2.0234109236182,1.0473951428811457,0.027802212323916588,0.0011066877420864909,0.9652320665565595,0.0,0.0004817335786211381,0.973751492875536
269.3449762044519,56.72128131321617,74,1,-0.08346473335402844,0.04055408401278496,0.1911582888485988,4.5540802776959834,2.0633920339190936,1.038997983023754,0.08442221744304008,0.025993686708051206,0.91557778255696,1.6960355885630213e-87,0.04011347490688291,0.3234860705148659
