Scale,Base_scale,Window,AR_lags,AR_scale,AR_exog_scale,Skewness,Kurtosis,DW,DW_absolute,alphas,alphas_pval,betas,betas_pval,gammas,gammas_pval
112.39056960839365,59.000217190355464,40,3,0.0239014048564061,-0.03293681062166576,0.12450957367487868,2.0610610772708577,1.991963090731527,0.8993295185384811,0.01006991767140821,0.22126985269969535,0.9143497185622189,1.9438753813669365e-134,0.006807586444748393,0.6862482376620087
215.30627405936065,41.346245697516814,28,7,-0.09452421045957492,0.0460594129973792,0.20488671153483093,3.214255246917042,2.134113000753968,0.9490567473331963,0.06482888028210415,4.031253659793874e-07,0.914424184100788,0.0,0.017964817745237834,0.47390822915186526
352.57742035685953,56.87696162807125,36,6,-0.03219361784315765,-0.017569504229530054,0.026506231800573418,4.574640569579145,2.012325901734354,1.0789439917568404,0.11820316268047484,3.297482835609638e-11,0.8817968373197398,9.588553480437245e-194,0.0266358983826085,0.3384102461682793
365.1811602180236,51.74332969971288,72,7,-0.03826591625821692,0.04063170806038603,0.12642167741480861,5.030725479067804,2.0159329193103304,1.044338574997474,0.03847937548181183,3.9402798411295024e-05,0.9615206245181882,0.0,0.03341438885264482,0.08767858167605141
301.3915729794378,62.68756802891734,32,5,0.051158608552207774,0.041619646985148334,0.23373051765384656,5.429222337467246,1.9779032370833678,1.0549535404319423,0.34401259466354744,1.9839791043607057e-09,0.657157959710214,7.04295432633659e-21,-0.029316570675566127,0.3314416961625942
174.75140752523725,38.75549158787753,62,4,0.056382812948994304,-0.03845440301965178,0.21657726241801148,1.9388775972855727,1.9430115022705228,0.9253072381099806,0.03452057604162692,1.0246347124458931e-07,0.9654794239583729,0.0,0.0006477840719171583,0.9462114373754085
123.03625930847956,33.312941661111154,71,10,-0.006845578986190606,0.0175918643125432,-0.004184465016008843,1.2182005498067143,1.924860352452503,0.8500575133069321,0.02691768212808652,0.0005650062312710836,0.9604728032451522,0.0,0.0038607412459248625,0.7239305337398407
334.1713938795931,33.62109939625878,24,4,0.08028605264070843,-0.002669289853464138,0.10581749455842179,4.719509977169287,1.9126837709851583,1.0085944807522502,0.10982609603888097,1.431698201684449e-06,0.8901739272696324,4.129670555587378e-47,-0.0029012754325505805,0.9237552641997958
147.96606652679773,67.31022577075572,51,2,-0.09523383048779976,0.013506487034463763,0.006585551324581154,1.8190709271974796,2.039163816213135,0.89808460642975,0.03131313867785015,0.10415862856169301,0.7964561038563915,2.4873174069923956e-07,-0.004971247335240071,0.8682642833557124
190.9073899991481,52.701929802550765,46,3,-0.07382847672578795,-0.02596757599902252,0.1919272013004976,5.244460248506428,2.0791573920205564,0.9952598004549251,0.05943576536582486,0.003705403524411191,0.9405642346256414,3.512685846653748e-239,0.022601176222604605,0.1491010755491218
134.02188761177285,57.92729009251019,25,2,-0.02606351899969457,-0.029907752692798485,0.41866514369010505,3.376698880996152,1.9987976389414686,0.9606048665505095,0.05790086569242805,0.014366281912877622,0.8709266922305247,1.3613559517094612e-52,0.02497122785747012,0.27807964543058794
125.69060975263173,46.265907292359636,59,1,-0.09595443039776586,-0.00565131542542012,-0.07704076043478794,1.533455049797606,2.009369724240905,0.8981750879620418,0.013269974241405,0.11021542675698633,0.9446797210109318,1.5058054467403277e-251,-0.012258449709485716,0.563358106948891
189.28151942549155,53.274916905430516,77,1,0.08661114474135198,-0.014176513533790847,0.1804942200080907,2.9508650947611796,2.0353316230946716,0.9525161577171106,0.049791697299727995,0.00031241041015043125,0.9473065382448076,0.0,0.06121076265182948,0.005998438430511201
188.2555689197575,52.870559603180396,69,5,-0.09728599847924453,-0.028780780221849656,0.0017812983412223593,3.037114459568804,2.1144150762791902,0.9375623433990671,0.033994538437001086,0.0008470590272247457,0.9660054615629989,0.0,0.03514434889211858,0.00712507292255677
