datetime,buy_order,price_USD,price_native,amount_token,total_native,maker,etherscan_url
2023-04-02 18:42:36,True,3.431e-05,1.094e-08,17815236.0,1.95067,0x43...5e9c,https://bscscan.com/tx/0x5858049ae6f3b5a63cbf594ad678cf476356049ed7b8af2126d5dfc6a3eeeedd
2023-04-02 18:41:48,True,3.41e-05,1.094e-08,27276592.0,2.985,0xca...948c,https://bscscan.com/tx/0x782b6a2d38dfb64ab2db274465950180c511dea18e382cc6e43e3d75f44880e6
2023-04-02 18:39:27,True,3.427e-05,1.093e-08,137114.0,0.015,0x32...c729,https://bscscan.com/tx/0xf69c618057e887efa398551ab80e89074dcdc056b737b837710da247627928ad
2023-04-02 18:38:09,True,3.409e-05,1.093e-08,9096249.0,0.995,0xca...948c,https://bscscan.com/tx/0x4119df5741cf974572930102dcaf21b6eade732876002dccefa8110fc67ecb6e
2023-04-02 18:38:09,False,3.391e-05,1.088e-08,202139.0,0.022,0xa8...3b9e,https://bscscan.com/tx/0x69cd5f9e4f13646fc507c66ab824c912043fbc866d1d6e5a3b847d1cca8d8166
2023-04-02 18:38:09,False,3.391e-05,1.088e-08,44691.8,0.0048,0xa8...3b9e,https://bscscan.com/tx/0x69cd5f9e4f13646fc507c66ab824c912043fbc866d1d6e5a3b847d1cca8d8166
2023-04-02 18:36:27,True,3.425e-05,1.093e-08,182859.0,0.02,0x72...6817,https://bscscan.com/tx/0x211de87ae403c3174afbc151aefbd611f564a7a8eb469196ad08a70405085e22
2023-04-02 18:35:36,True,3.425e-05,1.093e-08,10915228.0,1.19368,0x8a...6661,https://bscscan.com/tx/0x8562c530050920751ed985bdc02a334be473a646434e3ae5ce5d3ac5c576bce2
2023-04-02 18:34:12,True,3.409e-05,1.093e-08,2873679.0,0.3142,0x26...18ce,https://bscscan.com/tx/0x769ea307372e935886b761cfb3ff7fe0bb156508ddd4799a0f462cd69899adad
2023-04-02 18:33:21,False,3.392e-05,1.087e-08,2573023.0,0.2799,0xe9...ffa2,https://bscscan.com/tx/0x500ef4da61ef05ceee12035945dbbd461d25a7ecdbf68ee6e35415bf1a2ac8e7
2023-04-02 18:33:21,False,3.392e-05,1.087e-08,91713.3,0.0099,0xe9...ffa2,https://bscscan.com/tx/0x500ef4da61ef05ceee12035945dbbd461d25a7ecdbf68ee6e35415bf1a2ac8e7
2023-04-02 18:32:57,True,3.427e-05,1.093e-08,620774.0,0.0678,0x39...dc6f,https://bscscan.com/tx/0xb80dbbd0ec0f1660028e2ce0eebd929dae3d1208478cad8e10d047a853ed2ffc
2023-04-02 18:32:48,True,3.427e-05,1.093e-08,3881887.0,0.4244,0xc1...7993,https://bscscan.com/tx/0x15d98c817d024310afcabb162a4a2dbb97819f905006bb140c793b2d3f0322cc
2023-04-02 18:32:03,False,3.392e-05,1.088e-08,33247057.0,3.61828,0xfa...ce4c,https://bscscan.com/tx/0x5e0acf4201b7101ad110b8c4b9fe9f6db1f4e59dc0153e657daf31b36b0555f2
2023-04-02 18:32:03,False,3.394e-05,1.088e-08,10502.8,0.0011,0xfa...ce4c,https://bscscan.com/tx/0x5e0acf4201b7101ad110b8c4b9fe9f6db1f4e59dc0153e657daf31b36b0555f2
2023-04-02 18:32:03,False,3.394e-05,1.088e-08,3878246.0,0.4222,0x05...7066,https://bscscan.com/tx/0x03876a7a281bf01b586e84c382f9fa30341036d7e46342ec94031cdc15575824
2023-04-02 18:32:03,False,3.394e-05,1.088e-08,26070.8,0.0028,0x05...7066,https://bscscan.com/tx/0x03876a7a281bf01b586e84c382f9fa30341036d7e46342ec94031cdc15575824
2023-04-02 18:31:36,False,3.395e-05,1.088e-08,9626872.0,1.04834,0xc0...d1b7,https://bscscan.com/tx/0x22a7e809c3dd7e8b6ce54ca6a31e6cf3436c95d977d16db55830bfafc983b7f6
2023-04-02 18:31:36,False,3.396e-05,1.089e-08,307725.0,0.0335,0xc0...d1b7,https://bscscan.com/tx/0x22a7e809c3dd7e8b6ce54ca6a31e6cf3436c95d977d16db55830bfafc983b7f6
2023-04-02 18:31:24,True,3.413e-05,1.094e-08,251240.0,0.0275,0x08...7c56,https://bscscan.com/tx/0x42568f99ece1168ab3dd4d767c797a087b3ed0916badd836f7bf932c244dd5ae
2023-04-02 18:31:18,True,3.43e-05,1.094e-08,4631547.0,0.5069,0xa8...9a89,https://bscscan.com/tx/0xef65475c7afd4c47214756d9e55757763efd9502a86e3735f52aea0ea91ea57a
2023-04-02 18:29:18,False,3.418e-05,1.09e-08,106556488.0,11.6188,0x05...7066,https://bscscan.com/tx/0x1cc470e89b0f792dcd960ab430486d7943936abc2cf4bf06ca34364823634d96
2023-04-02 18:29:18,False,3.423e-05,1.091e-08,384857.0,0.042,0x05...7066,https://bscscan.com/tx/0x1cc470e89b0f792dcd960ab430486d7943936abc2cf4bf06ca34364823634d96
2023-04-02 18:28:36,True,3.439e-05,1.097e-08,826369.0,0.0906,0xbb...c106,https://bscscan.com/tx/0xff93db05a1a5a6bf232af8f2b5abfb91fc7b52c17efc72582c1d19913a6322e0
2023-04-02 18:28:21,False,3.412e-05,1.093e-08,141288131.0,15.4522,0x23...1208,https://bscscan.com/tx/0x42c68d782020d32287ae423bf5a934e340995d34ae849d0b7b84dce54c4d95fc
2023-04-02 18:28:21,False,3.417e-05,1.095e-08,56681.1,0.0062,0x23...1208,https://bscscan.com/tx/0x42c68d782020d32287ae423bf5a934e340995d34ae849d0b7b84dce54c4d95fc
